Full Match,Start Time,Account_id,Player,Fantasy Points,Kills,Deaths,Assists,Hero Damage,Hero Healing,Last Hits,Denies,GPM,XPM,Tow,Tower Damage,Ros,TF,Obs Placed,Camps Stacked,Ru,FB,Stuns,Hero,Game Length,Total Kills,FPPM,Lane,Hero Pic,LH@10,Level,Sent Placed,Obs Killed,Sent Killed,Lane Eff,Lane Role,Role
5029285475,2019-09-18,48903560,Thronplunder,9.1,1,6,9,4849,1325,16,1,185,291,0,400,0,0.59,7,0,1,0,32.991943,Oracle,1522,38,0.3587,1,/apps/dota2/images/heroes/oracle_full.png?,2,12,7,1,0,0.33500904886386484,1,5
5029285475,2019-09-18,17120982,Den'den,8.1,1,4,2,4752,0,208,6,398,436,0,0,0,0.18,0,0,0,1,0.0,Slark,1522,38,0.3193,1,/apps/dota2/images/heroes/slark_full.png?,39,15,0,0,0,0.57651317112407,1,1
5029285475,2019-09-18,162580030,kalimoo,6.3,4,5,7,10762,0,109,15,367,388,0,1144,0,0.65,0,0,2,0,1.6002444,Night Stalker,1522,38,0.2484,3,/apps/dota2/images/heroes/night_stalker_full.png?,46,14,0,0,0,0.7420068369193645,3,3
5029285475,2019-09-18,125770821,Dildawg,7.5,2,4,8,23124,0,93,5,265,352,0,23,0,0.59,4,0,1,0,5.4683337,Zeus,1522,38,0.2957,3,/apps/dota2/images/heroes/zuus_full.png?,10,13,0,1,3,0.3577317514578725,3,4
5029285475,2019-09-18,48641269,sbx320,11.3,7,3,5,11128,0,119,2,419,456,0,285,0,0.71,1,1,5,0,29.387276,Mirana,1522,38,0.4455,2,/apps/dota2/images/heroes/mirana_full.png?,46,15,1,0,0,0.7277297405992359,2,2
5029285475,2019-09-18,14938210,Mr Frog,13.7,1,2,9,5906,0,16,2,284,422,0,633,0,0.48,9,1,8,0,38.74414,Shadow Demon,1522,38,0.5401,3,/apps/dota2/images/heroes/shadow_demon_full.png?,4,15,12,2,1,0.302232053086668,1,5
5029285475,2019-09-18,98093334,bitch im a cow,7.6,7,10,6,10406,0,34,7,364,354,0,1913,0,0.62,1,0,4,0,25.876297,Lina,1522,38,0.2996,1,/apps/dota2/images/heroes/lina_full.png?,5,13,0,1,0,0.4610898853810577,3,4
5029285475,2019-09-18,78839243,The Real Roo,10.5,0,0,8,11819,1457,189,2,530,465,2,4252,0,0.38,0,1,3,0,29.136574,Wraith King,1522,38,0.4139,3,/apps/dota2/images/heroes/skeleton_king_full.png?,36,16,0,0,0,0.5202091292982103,1,1
5029285475,2019-09-18,46629468,Anstar🌠,16.5,8,2,5,15319,0,230,19,688,656,6,16879,0,0.62,1,1,3,0,0.06665039,Lycan,1522,38,0.6505,2,/apps/dota2/images/heroes/lycan_full.png?,75,19,0,0,1,0.91232656344259,2,2
5029285475,2019-09-18,109439643,Ben,8.9,4,3,11,10986,1020,80,8,403,398,0,1516,0,0.71,0,2,2,0,18.70127,Tidehunter,1522,38,0.3509,1,/apps/dota2/images/heroes/tidehunter_full.png?,36,14,0,0,0,0.6925397144580736,3,3
5029266240,2019-09-18,95560355,-stranded-,9.6,6,11,19,21191,0,173,7,444,450,0,73,0,0.6,0,1,4,0,67.76942,Doom,2683,86,0.2147,3,/apps/dota2/images/heroes/doom_bringer_full.png?,35,21,0,0,0,0.7027950935049266,3,3
5029266240,2019-09-18,178857880,Lena,18.1,4,8,20,19243,0,72,0,314,494,0,0,0,0.57,8,3,7,0,129.9003,Earthshaker,2683,86,0.4048,3,/apps/dota2/images/heroes/earthshaker_full.png?,7,22,6,2,0,0.4084053891011462,3,4
5029266240,2019-09-18,38613589,Molten Knight,14.0,9,11,22,29503,0,49,9,368,527,0,0,0,0.74,10,2,1,0,43.715576,Ancient Apparition,2683,86,0.3131,1,/apps/dota2/images/heroes/ancient_apparition_full.png?,7,23,12,1,0,0.4492258194248944,1,4
5029266240,2019-09-18,137856777,roadto4k!,14.3,13,5,5,29997,0,291,7,558,772,0,836,0,0.43,2,1,9,0,37.399,Storm Spirit,2683,86,0.3198,2,/apps/dota2/images/heroes/storm_spirit_full.png?,55,25,0,1,0,0.6485019103157048,2,2
5029266240,2019-09-18,261017452,im woman dont judge me,16.0,10,9,15,27699,0,368,16,631,742,2,1274,0,0.6,0,0,10,1,0.0,Slark,2683,86,0.3578,1,/apps/dota2/images/heroes/slark_full.png?,41,25,2,1,0,0.7918761311079832,1,1
5029266240,2019-09-18,6642693,Adoro,15.1,3,8,20,7838,0,29,1,260,419,0,756,0,0.52,16,4,2,0,19.402466,Shadow Demon,2683,86,0.3377,3,/apps/dota2/images/heroes/shadow_demon_full.png?,2,20,7,0,2,0.20189020711843958,1,5
5029266240,2019-09-18,59155507,Nullagon 初音ミク,14.4,3,9,12,24492,0,454,18,686,543,5,10407,1,0.34,0,1,10,0,7.023926,Terrorblade,2683,86,0.322,3,/apps/dota2/images/heroes/terrorblade_full.png?,55,23,0,0,0,0.6979690327769957,1,1
5029266240,2019-09-18,79674084,Karma,5.8,3,10,26,17160,6134,133,6,434,643,0,1072,1,0.66,0,0,2,0,2.608789,Omniknight,2683,86,0.1297,1,/apps/dota2/images/heroes/omniknight_full.png?,22,25,0,0,0,0.49688316911321134,3,3
