Full Match,Start Time,Account_id,Player,Fantasy Points,Kills,Deaths,Assists,Hero Damage,Hero Healing,Last Hits,Denies,GPM,XPM,Tow,Tower Damage,Ros,TF,Obs Placed,Camps Stacked,Ru,FB,Stuns,Hero,Game Length,Total Kills,FPPM,Lane,Hero Pic,LH@10,Level,Sent Placed,Obs Killed,Sent Killed,Lane Eff,Lane Role,Role
5017838272,2019-09-11,108045465,Vivern,20.6,6,9,24,15723,400,30,8,323,570,0,335,0,0.57,18,0,5,1,36.296238,Shadow Demon,2972,94,0.4159,3,/apps/dota2/images/heroes/shadow_demon_full.png?,2,25,25,3,9,0.38528051477981096,3,5
5017838272,2019-09-11,84852390,Chocobo [EPC],15.6,11,10,23,32880,30,177,101,430,549,1,722,0,0.64,0,0,21,0,48.359287,Clockwerk,2972,94,0.3149,3,/apps/dota2/images/heroes/rattletrap_full.png?,51,24,0,0,0,0.7812185803338025,3,1
5017838272,2019-09-11,69333663,GCFungus,18.6,20,8,14,43765,0,242,7,565,687,2,4160,1,0.64,2,0,11,0,28.092894,Windranger,2972,94,0.3755,2,/apps/dota2/images/heroes/windrunner_full.png?,42,25,0,0,0,0.6810778202292379,2,2
5017838272,2019-09-11,177572049,Spicy,11.9,4,9,24,23043,0,164,6,408,633,1,4039,0,0.53,1,0,8,0,80.01314,Lina,2972,94,0.2402,1,/apps/dota2/images/heroes/lina_full.png?,8,25,0,3,1,0.3629599839131309,1,3
5017838272,2019-09-11,108266303,Hollow,18.2,11,5,16,37037,709,493,27,736,780,1,12316,0,0.51,0,2,12,0,76.59329,Wraith King,2972,94,0.3674,1,/apps/dota2/images/heroes/skeleton_king_full.png?,49,25,0,1,0,0.6861049668208324,1,1
5017838272,2019-09-11,77198610,T.O.P ♪,18.1,17,7,10,49068,0,472,21,639,817,3,2840,0,0.66,1,2,3,0,42.29077,Troll Warlord,2972,94,0.3654,2,/apps/dota2/images/heroes/troll_warlord_full.png?,61,25,0,0,1,0.7337623165091494,2,2
5017838272,2019-09-11,108314410,cock and ball torture,9.7,9,9,18,37696,0,457,2,621,784,0,877,1,0.66,0,0,2,0,11.471289,Pangolier,2972,94,0.1958,3,/apps/dota2/images/heroes/pangolier_full.png?,33,25,0,0,0,0.4522421073798512,1,1
5017838272,2019-09-11,61634693,PillerKanda,9.9,7,12,12,28950,0,234,2,421,646,0,269,0,0.46,0,1,2,0,88.552826,Earthshaker,2972,94,0.1999,1,/apps/dota2/images/heroes/earthshaker_full.png?,28,25,0,0,0,0.4840136738387291,3,3
5017838272,2019-09-11,11237656,Hugosch,11.8,3,15,15,16020,1615,38,5,285,408,0,239,0,0.44,14,0,0,0,66.63288,Witch Doctor,2972,94,0.2382,3,/apps/dota2/images/heroes/witch_doctor_full.png?,1,21,25,4,8,0.2131510154836115,1,5
5017838272,2019-09-11,20172876,Nyk,11.3,5,10,21,20307,0,65,3,305,426,1,185,0,0.63,8,1,3,0,17.51687,Ancient Apparition,2972,94,0.2281,1,/apps/dota2/images/heroes/ancient_apparition_full.png?,5,22,10,3,4,0.3756283933239493,3,4
